ts(s)	uout	yout	wP	wI	wD	e
          2.733       -0.30987       -0.90632       0.099996        0.10115        0.10002     -0.0061236
          2.734       -0.31048       -0.90698       0.099996        0.10115        0.10002     -0.0061068
          2.735       -0.31109       -0.90763       0.099996        0.10114        0.10002     -0.0060899
          2.736       -0.31171       -0.90829       0.099996        0.10114        0.10002     -0.0060729
          2.737       -0.31231       -0.90894       0.099996        0.10114        0.10002      -0.006056
          2.738       -0.31292       -0.90959       0.099996        0.10114        0.10002     -0.0060388
          2.739       -0.31353       -0.91024       0.099996        0.10113        0.10002     -0.0060218
           2.74       -0.31413       -0.91088       0.099996        0.10113        0.10002     -0.0060046
          2.741       -0.31473       -0.91152       0.099996        0.10113        0.10002     -0.0059874
          2.742       -0.31533       -0.91216       0.099996        0.10113        0.10002     -0.0059701
          2.743       -0.31593        -0.9128       0.099996        0.10112        0.10002     -0.0059528
          2.744       -0.31652       -0.91344       0.099996        0.10112        0.10002     -0.0059354
          2.745       -0.31712       -0.91407       0.099996        0.10112        0.10002      -0.005918
          2.746       -0.31771        -0.9147       0.099996        0.10112        0.10002     -0.0059004
          2.747        -0.3183       -0.91533       0.099996        0.10112        0.10002     -0.0058829
          2.748       -0.31889       -0.91596       0.099996        0.10111        0.10002     -0.0058653
          2.749       -0.31948       -0.91659       0.099996        0.10111        0.10002     -0.0058476
           2.75       -0.32006       -0.91721       0.099996        0.10111        0.10002     -0.0058299
          2.751       -0.32065       -0.91783       0.099996        0.10111        0.10002     -0.0058121
          2.752       -0.32123       -0.91845       0.099996        0.10111        0.10002     -0.0057942
          2.753       -0.32181       -0.91906       0.099996         0.1011        0.10002     -0.0057763
          2.754       -0.32239       -0.91968       0.099996         0.1011        0.10002     -0.0057585
          2.755       -0.32296       -0.92029       0.099996         0.1011        0.10002     -0.0057405
          2.756       -0.32354        -0.9209       0.099996         0.1011        0.10002     -0.0057224
          2.757       -0.32411       -0.92151       0.099996        0.10109        0.10002     -0.0057043
          2.758       -0.32468       -0.92211       0.099996        0.10109        0.10002     -0.0056862
          2.759       -0.32525       -0.92271       0.099996        0.10109        0.10002      -0.005668
           2.76       -0.32582       -0.92332       0.099996        0.10109        0.10002     -0.0056497
          2.761       -0.32638       -0.92391       0.099996        0.10109        0.10002     -0.0056314
          2.762       -0.32695       -0.92451       0.099996        0.10108        0.10002     -0.0056131
          2.763       -0.32751        -0.9251       0.099996        0.10108        0.10002     -0.0055946
          2.764       -0.32807        -0.9257       0.099996        0.10108        0.10002     -0.0055763
          2.765       -0.32863       -0.92628       0.099996        0.10108        0.10002     -0.0055577
          2.766       -0.32918       -0.92687       0.099996        0.10108        0.10002     -0.0055391
          2.767       -0.32974       -0.92746       0.099996        0.10107        0.10002     -0.0055205
          2.768       -0.33029       -0.92804       0.099996        0.10107        0.10002     -0.0055019
          2.769       -0.33084       -0.92862       0.099996        0.10107        0.10002     -0.0054832
           2.77       -0.33139        -0.9292       0.099996        0.10107        0.10002     -0.0054644
          2.771       -0.33193       -0.92977       0.099996        0.10107        0.10002     -0.0054457
          2.772       -0.33248       -0.93035       0.099996        0.10106        0.10002     -0.0054268
          2.773       -0.33302       -0.93092       0.099996        0.10106        0.10002     -0.0054079
          2.774       -0.33356       -0.93149       0.099996        0.10106        0.10002      -0.005389
          2.775        -0.3341       -0.93205       0.099996        0.10106        0.10002       -0.00537
          2.776       -0.33464       -0.93262       0.099996        0.10106        0.10002     -0.0053509
          2.777       -0.33517       -0.93318       0.099996        0.10105        0.10002     -0.0053319
          2.778       -0.33571       -0.93374       0.099996        0.10105        0.10002     -0.0053127
          2.779       -0.33624        -0.9343       0.099996        0.10105        0.10002     -0.0052935
           2.78       -0.33677       -0.93485       0.099996        0.10105        0.10002     -0.0052744
          2.781       -0.33729       -0.93541       0.099996        0.10105        0.10002     -0.0052551
          2.782       -0.33782       -0.93596       0.099996        0.10105        0.10002     -0.0052358
          2.783       -0.33834       -0.93651       0.099996        0.10104        0.10002     -0.0052164
          2.784       -0.33886       -0.93705       0.099996        0.10104        0.10002      -0.005197
          2.785       -0.33938        -0.9376       0.099996        0.10104        0.10002     -0.0051775
          2.786        -0.3399       -0.93814       0.099996        0.10104        0.10002      -0.005158
          2.787       -0.34042       -0.93868       0.099996        0.10104        0.10002     -0.0051385
          2.788       -0.34093       -0.93922       0.099996        0.10103        0.10002     -0.0051188
          2.789       -0.34144       -0.93975       0.099996        0.10103        0.10002     -0.0050992
           2.79       -0.34195       -0.94028       0.099996        0.10103        0.10002     -0.0050796
          2.791       -0.34246       -0.94081       0.099996        0.10103        0.10002     -0.0050598
          2.792       -0.34296       -0.94134       0.099996        0.10103        0.10002     -0.0050401
          2.793       -0.34347       -0.94187       0.099996        0.10103        0.10002     -0.0050203
          2.794       -0.34397       -0.94239       0.099996        0.10102        0.10002     -0.0050004
          2.795       -0.34447       -0.94291       0.099996        0.10102        0.10002     -0.0049805
          2.796       -0.34496       -0.94343       0.099996        0.10102        0.10002     -0.0049605
          2.797       -0.34546       -0.94395       0.099996        0.10102        0.10002     -0.0049406
          2.798       -0.34595       -0.94446       0.099996        0.10102        0.10002     -0.0049206
